Report_ID,Event_Date,Age,Nature,Establishment,Summary,Degree
0729700,04/28/2010,,Other,Brb Contractors Inc,"At approximately 9:00 a.m. on April 28, 2010, an employee and a coworker went to pick up a roll of polyethylene pipe from a pipe staging and storage area for their company's nearby underground natural gas pipeline installation outside. The pipe staging and storage area was located outdoors in a fenced and gated pasture. The employee got out of the truck and opened the gate so that the coworker could drive the truck into the staging area. The employee got into the skid steer, which was located about 150 feet from the stored, coiled piping. The pipe was delivered as packaged by the manufacturer, 4-in. diameter, 500-ft. length, bundles of 3 coils. The coils were stored vertically on the ground, and stand approximately 8 feet high. The individual coils weigh approximately 940 pounds each and were secured with plastic strapping. The three individual coils were then secured together in a bundle by 4 metal bands. The coworker saw the employee cutting the metal bands that held the 3 rolls of poly pipe together. When the employee cut the last of the four metal bands, one of the rolls tipped over and crushed him. The coworker lifted the coil of pipe up off the employee with the forks of the skid steer. The employee was pronounced dead at the scene.",Fatality
0626700,04/19/2010,,Concussion,Becon Construction Company,"On April 19, 2010, at the Motiva site in Port Arthur, Texas a 90 ton Link-Belt extendable boom crane was being used as an assist crane to lift a 44,000 lbs counterweight tray to a DeMag 660 ton crane. An employee was trying to insert lug pins that connected the counterweight tray to the understructure of the DeMag. The preliminary findings reveal that one of the riggers was possibly on a ladder attempting to insert the first pin on the counterweight tray that was approximately 1 to 2 inches below the DeMag's structure when the assist crane's pinned section of the boom failed, dropping the 44,000 lb tray on the employee. The employee was killed.",Fatality
0453730,04/15/2010,,Electric Shock,Distribution Construction Co.,"On 15 April 2010, an employee was operating a soil auger inside a shallow trench. The auger was boring a hole underneath the intersection so that an 8 inch natural gas line could be laid. The auger was approximately third of the way across the intersection when the auger struck a 7,200 volt power line, electrocuting the employee operating the auger.",Fatality
0653510,03/02/2010,,Burn/Scald(Heat),Northwest Insulation,"On March 2, 2010, Employees #1 through #4 were working on the top of a tank, approximately 40 ft high. An ignition source cause the contents of the tank to catch fire. An explosion occurred followed by a fire. Employees #1 and #2 were killed. Employees #3 and #4 were hospitalized with unspecified injuries.",Fatality
0552700,11/24/2009,,,Bertils Gravel & Excavation Llc,"On November 24, 2009, Employee #1, of Bertils Gravel & Excavation, LLC, was working at a construction site. While working at the site, he was run over by a trailer that was backing up. Employee #1 died from his injuries. No further information was provided.",
0950641,11/12/2009,,Amputation,S&B Engineers And Constructors Ltd,"At approximately 1:45 p.m. on November 12, 2009, Employee #1 was working as a pipefitter for a heavy construction firm. Employee #1 was attempting to remove a Milwaukee Model Number 6236 portable bandsaw that had become jammed in a 2.5-inch-diameter steel pipe. He was lifting the bandsaw from the workpiece, when his left gloved hand accidentally came into contact with the bandsaw blade just as he activated the tool's trigger with his right hand. The tip of the index finger on his left hand was amputated.",Hospitalized injury
0625700,10/01/2009,,Other,"Price Gregory Construction, Inc.","At approximately 7:00 a.m. on October 1, 2009, Employee #1 was operating a Caterpillar Model Number 324D track hoe, and his coworker was operating a Caterpillar Model Number 330D track hoe. The employees were using the track hoes for an excavation operation (digging and back filling a creek), involving laying of gas pipes at a new construction site. The employees continued working until their lunch break at approximately 11:30 a.m. Shortly after their lunch break, Employee #1 and his coworker noticed that the maintenance truck (grease truck) arrived onsite. The coworker moved his track hoe near the grease truck for service. The two employees on the grease truck maintenance crew started changing the oil and replacing filters on the coworker's track hoe. As the maintenance crew was servicing the coworker's track hoe, Employee #1 positioned his track hoe to the side of his coworker's track hoe, approximately 3 feet away. Employee #1 immediately started to service his track hoe, while standing between the two adjacent track hoes. At the same time that Employee #1 was attempting to change his air filter, the coworker started his engine and rotated the track hoe to the left, consequently causing the counterweight to squeeze Employee #1 between the two track hoes. Caldwell Parish Sheriff Department was notified about the accident at 12:56 p.m., and the deputy arrived onsite at approximately 1:17 p.m. Emergency medical services arrived on the site at approximately 1:17 p.m. The coroner pronounced Employee #1 dead at the scene. At the time of accident, the weather was sunny and warm.",Fatality
0950663,07/20/2009,,Fracture,"Maxim Crane Works, Inc.","On July 20, 2009, Employee #1, a crane operator, tripped over a 3-ft-wide by 4-in.-high box fabricated of 2 in. by 4 in. lumber and 0.75 in. plywood. The box served as a ramp over a fire hose for the crane during refinery maintenance. Employee #1 was hospitalized for injuries to his quadriceps tendon and right shoulder.",Hospitalized injury
0419400,07/15/2009,,Burn(Chemical),"Priority Energy Services, Llc","On July 14, 2009, Employees #1 and #2 were performing a pneumatic test to verify leak tightness of a new meter station at the Midcontinent Express Pipeline. The test medium was nitrogen gas, and the system being tested included piping and two pressure vessels. Numerous leaks were found in the system during the test. The system reached the required test pressure of 2225 psig at approximately 3:25 p.m., and Employee #1 observed that the pressure on the system had dropped to 2205 by approximately 3:30p.m. Employee #1 was then replaced at the test table by Employee #2. As Employee #1 walked away from the test table, the door on the PECO separator (a pressure vessel) blew off, releasing pressurized nitrogen gas that sent projectiles flying. Employee #2 was killed, and Employee #1 suffered burns and was hospitalized.",Hospitalized injury
0950622,07/14/2009,,Other,"Arb, Inc.,","At approximately 3:55 p.m. on July 14, 2009, Employee #1 was working for ARB, Inc., a company that specializes in pipeline and related infrastructure construction projects, maintenance and repair. He had been working at a site located approximately 75 ft north of a private railroad crossing at railroad mile post marker MP1158.9 in Bay Point, California. He was driving a Ford 550 as he left the job site. Amtrak passenger train number 717114 was travelling westbound at 79 mph as it approached the crossing. The train struck the truck that Employee #1 was driving across the tracks. The impact split the Ford F550 into three pieces; the truck bed, the chassis and the cab. The truck bed landed approximately 15 ft west of the impact zone, the chassis was an additional 60 ft in the same direction, and the cab was an additional 77 ft west from the chassis. Employee # 1 was ejected and landed 30 ft west of the cab. Employee # 1 was airlifted to John Muir Medical Center. He was pronounced dead at 5:04 p.m. that day.",Fatality
0625410,07/08/2009,,Burn/Scald(Heat),"L&J Roustabout, Inc","On July 8, 2009, Employee #1 was removing a cap on a 12-in. natural gas pipe line. The line was presumed empty and unpressurized. As he loosened the nuts holding the cap in place, gas escaped and was ignited by a nearby metal cutting welding process. Employee #1 was killed.",Fatality
0627700,05/26/2009,,Electric Shock,"Earl Le Dozer Service, Llc","On May 26, 2009, an employee was unloading a large metal oil field stock tank being brought in for repair. The tank was being held by a winch truck. As the winch truck moved forward, it came too close to the overhead power lines. The overhead power lines arced to the tank and winch truck. The employee was standing on the ground beside the winch truck and was electrocuted.",Fatality
0552651,04/30/2009,,Burn(Chemical),Service Station Installation Inc,Employee #1 was working on a service station alteration. Employee #1 suffered chemical burns when an underground tank exploded. Employee #1 was killed. The original narrative gave no other details.,Fatality
0830300,04/15/2009,,Other,Peak Usa Energy Services,"At about 2:50 p.m., on April 15, 2009, employees of Peak USA Energy Services were tearing down an oil drilling rig. The crew was loading the derrick onto a semi trailer. Employee #1 was on top of the trailer to chain down the derrick when a chain broke that was holding up a cylinder. The cylinder fell and crushed the employee.",Fatality
0551800,04/01/2009,,Other,Sheehan Pipeline Construction,"On April 1, 2009, Employee #1, a machine operator, was directing the placement of equipment mats along a wetland area. Each mat weighs between 2,500 lbs to 3,500 lbs and is constructed from timbers measuring approximately 18 feet long by 4 feet wide. Additionally, each mat contains four to six timbers, which are secured together by the use of a one inch bolt/rod. The bolts/rods are placed at four locations, spaced along the length of the mat. An exposed section of the bolt/rod is left at the end of the mats to assist with their placement through the use of a hook. The mats were to be used to support a John Henry drill machine, which Employee #1 was intended to use to drill holes for explosive charges in rocky areas. While Employee #1 was directing the placement of the mats, a Caterpillar excavator, Model Number 330D, was being used to transport and place the mats. The excavator was also equipped with a standard bucket, Type 269-2693, with a four tip constructed bite width of 42 inches, and a weight capacity of 1.54 cubic yards. On the backside of the bucket, an eyelet, with a load rating of approximately 20 tons, existed where a 10-inch Crosby shackle (rated at 17 tons) was fastened. Then attached to the 10-inch shackle was an 8.5 inch Crosby shackle, rated at 12 tons. Finally, a swivel hook with a working load of 11 tons, Model Number S-3322, is then attached to the 8.5 inch shackle. Five out of six mats were successfully put into place; however, as the fifth mat, the sixth mat required to be lifted up and over a slit fence that was located near a ditch. As the excavator operator transported the last mat, the equipment bounced, causing the mat to come into contact with the ground. The mat disengaged from the hook and struck Employee #1, killing him. The accident investigation revealed that other workers, in addition to Employee #1, were exposed to the suspended load created during the transporting and placing of the mats while attaching and detaching the hooks.",Fatality
0950625,03/25/2009,,Amputation,"Jones Covey Group, Inc.","On March 25, 2009, Employee #1, a pipe fitter, and a coworker were reseating a 48 inch manway cover. The manway cover weighed approximately 100 pounds. While seating a manway cover, one of the captured retaining nuts became misaligned. The coworker used a screw driver to pry the cover up and raised it by hand approximately 12 inches high. Employee #1 then began correcting the nuts position with his right hand. As Employee #1 was working to correct the nuts position, the coworker lost his grip on the manway cover, allowing it to fall. The cover struck Employee #1's right hand, causing injury to the second, third, and fourth digits, which included the amputation of the distal ends of the third and fourth digits. The accident investigation determined that the procedures used by Employee #1 and the coworker during the operation were ""a common industry practice"". However, the employer sited under California's Injury and Illness Prevention Standard for not identifying the hazards present and providing training to employees engaged in handling manway covers.",Non Hospitalized injury
0950622,02/18/2009,,Cut/Laceration,Pacific Mechanical Corporation,"At approximately 4:10 p.m. on February 18, 2009, Employee #1, a millwright was working with five coworkers who were putting long rectangular steel frame in place and were working inside a concrete trench. The employee's were using a roller dolly aka ""crazy wheel"" to install the third base of five bases for a welding stand to its final position. The steel frame was approximately thirty-feet long and weighed about six-tons. The trench was about eight-feet and ten-inches wide in the area where the Employee #1 was working. Employee #1 was straightening out the frame and got his left hand caught between the frame and the concrete. Employee #1 was hospitalized and suffered from unspecified cuts and lacerations as a result of this event.",Hospitalized injury
0950625,01/19/2009,,Fracture,Pcl Industrial Services,"At approximately 2:00 p.m. on January 19, 2009, Employee #1 was conducting a 3,000-pound-per-square-inch test of an oil field recovery heater. He connected the test plumbing tree to the heater and increased the pressure to the test goal. A o.75-in. diameter schedule 40 threaded pipe nipple connecting the tree to the 3-in. diameter water tubes of the heater developed a leak. While under the test pressure Employee #1 began to tighten the nipple. The test tree broke away from the water tubes, striking and throwing him approximately 25 ft away and to the concrete floor. Employee #1 was hospitalized with a fractured back.",Hospitalized injury
0950633,11/17/2008,,Puncture,Foosco Inc,"At approximately 11:09 a.m. on November 17, 2008, Employee #1 was working as a concrete laborer at a street walkway in Chino Hills, CA. He was a regular employee of his employer. His employer was installing an underground conduit for low-voltage communication lines. Employee #1 was breaking a concrete slab walkway with an APT Model Number 180 pneumatic jackhammer when a 2-foot-long bit broke. The bit shank struck the work boot on his left foot, piercing the boot and causing a serious crushing injury to his foot. He was taken to the Loma Linda University Medical Center in Loma Linda, California, for treatment. Surgery was performed, and he was hospitalized for two days.",Hospitalized injury
0317500,10/01/2008,,Fracture,Fawn Developers Incorporated,"At approximately 2:00 p.m. on October 1, 2008, three employees were painting a house. Employee #1 fell approximately 10 ft to 12 ft while ascending an aluminum sectional ladder. A coworker was holding the ladder and felt a small jerk. The coworker looked up in time to see Employee #1 falling towards him. The coworker attempted to catch Employee #1 but was unsuccessful. Employee #1 landed in mulch on his right shoulder and could not breathe. Employee #1 was transported to a local hospital and died on October 3, 2008, from unspecified injuries he sustained in the accident.",Fatality
0352440,09/13/2008,,Fracture,Sheehan Pipeline Construction Company,"On September 13, 2008, Employee #1, a construction laborer, was walking alongside a 14-ft deep trench. Employee #1's foot slid into the trench and he fell 14 ft to the trench floor. Employee #1 sustained a compound fracture to his lower right leg and was hospitalized.",Hospitalized injury
0626300,07/30/2008,,Bruise/Contus/Abras,"Willbros Construction, Llc","At the time of the accident a new 42-in. gas line was being prepared for a hydro-test. While filling the 42-in. pipe with water, an 8-in. flexible hose burst causing the system to have a kick-back effect while under pressure. When the kick-back occurred, Employee #1 was struck by the 8-in. steel pipe contained in the fill system. Employee #1 was killed.",Fatality
0626000,07/07/2008,,Puncture,Elite Mowing & Brush Services,"On July 7, 2008, Employee #1 was using a brush trimmer (weed-eater) in a pipeline right-of-way. Employee #1 was stung many times by swarming bees, resulting in his death.",Fatality
0950411,06/30/2008,,Heat Exhaustion,Rockford Pipeline Corporation,"On June 30, 2008, Employee #1 was part of a work crew consisted of a foreman, a lead man and four laborers. The crew was assigned to unload 40-pound sandbags from a truck. The sandbags are used to support the installation of a 36-in. diameter natural gas pipeline. The ambient temperature at the time of the incident was approximately 110-degrees Fahrenheit. The crew had water and ice to drink and shade was provided by their shuttle bus at the worksite. Employee #1 was overcome by the heat at approximately 3:30 p.m. and was unresponsive to verbal instructions and physical stimuli and displayed signs of heat stress and a possible heart attack. Employee #1 was air-evacuated to hospital and passed away the following morning at approximately 9:30 a.m. on July 1, 2008.",Fatality
0627100,06/23/2008,,Other,"Elston Enterprises, Llc","On June 23, 2008, Employee #1 and a coworker were mowing a pipeline right of way. Employee #1 was serving as a spotter while the coworker, a tractor operator, operated the tractor and brush hog. Employee #1 was clearing the area for the tractor operator. He went back and weeded out around the pipeline markers. Employee #1 was driving erratically on a small Rhino ATV, and he did not wear a safety seat belt. The motor vehicle flipped over and landed on top of Employee #1. Employee #1 was killed.",Fatality
0626300,06/23/2008,,Burn/Scald(Heat),Miller Pipeline Corp.,"At approximately 8:00 a.m. on June 23, 2008, Employees #1, #2, and #3 were applying a PVC lining to an underground sewer main in Plano, Texas. The employer used pipe curing system that was mounted on inside of a box trailer. At the time of the incident, Employees #1, #2, and #3 were filling the propane vaporizer tank. A fire occurred inside the trailer and ignited liquid propane that was leaking from the system. The liquid propane gas exploded, and Employees #1, #2, and #3 were severely burned. They were hospitalized.",Hospitalized injury
0830500,06/11/2008,,Electric Shock,"Sterling Construction Management, Llc","The crew was picking up some water pipe after concluding the hydrostatic testing of a new natural gas pipeline. The truck crane (National Crane Model Number 900A) was on a bridge, and the operator was lowering the hook to the men on the ground. Employee #1, who was on the ground, grabbed the truck crane's hook to connect to a water pipe, just as the crane's boom made contact with a 22,000-volt overhead power line. Employee #2, on the ground, pushed Employee #1, breaking contact, but Employee #2 was shocked and hospitalized overnight. There were three other men on the truck crane, and additional men standing near the crane's outriggers, and additional men on the ground and in water who were not injured. The employee designated with spotter responsibilities was on the bed of the truck, busy tying down other equipment, and there were no other designated spotters standing directly under the power line to gauge the distance of the boom to the overhead power lines. Employee #1 was killed.",Fatality
0551800,04/28/2008,,Other,Sterling Boiler And Mechanical,"On April 28, 2008, Employee #1 and #2, both boilermakers, were repairing a leak in a man way lid on Heat Exchanger E-150, Level 8. Flammable gas was emanating from the man way. The man way cover had 36 fasteners and 12 of them were loose. Operators attempted to tighten the fasteners on the man way cover. The leak persisted but not enough of a leak to ignite. A hose was placed at the leak and nitrogen applied near to the leak to keep it from igniting. The employees attempted to tighten the lid and stop the leak. As they were using a electric impact wrench, coworkers below level 8 heard the impact and felt a massive explosion. The plant was evacuated. Both employees were found dead.",Fatality
0627400,03/31/2008,,Burn/Scald(Heat),Four Winds Construction,"Employee #1, of a construction company, was operating a bulldozer. A coworker was pulling a new water line behind his pick-up through knee high, very dry grass, when the grass ignited. The driver of the truck escaped. Employee #1 attempted to create a fire break, with his bulldozer, between the fire and the well site. The fire moved very rapidly due to dry, windy conditions and engulfed the bulldozer. Employee #1 was burned to death in the cab.",Fatality
0627700,03/27/2008,,Other,"Aok Energy Services, Llc","Employee #1 was standing with a dump truck driver giving him instructions to where to dump his load. Another dump truck driver, who had already received instructions for off loading, was backing up. The alarm was not working, and the driver did not see Employee #1 in his rear view mirror due to a blind spot. He struck Employee #1 and ran over him. Employee #1 was killed.",Fatality
0419400,03/06/2008,,Electric Shock,Willbros Construction (Us) Inc.,Employee #1 was guiding a 36-inch pipe being moved by a side boom tractor. Employee #1 was electrocuted.,Fatality
0950664,02/16/2008,,Amputation,Jacobs Field Services North America,"At approximately 10:00 a.m. on February 16, 2008, Employee #1 and a coworker were welding a flange onto a 12-inch diameter pipe. The pipe measured 5.92-feet long and weighed about 320 pounds. The pipe was supported on two portable jack stands that were equipped with V notch heads. While the coworker was welding the flange to the end of the pipe, Employee # 1 was wire brushing the finish weld. Once Employee # 1 finished wire brushing the weld, he began manually rotating the pipe. The opposite end of the pipe fell off the jack stand, causing the flange end of the pipe to move and strike Employee #1's hand. The tip of his left hand ring finger was amputated. Emergency services were contacted, and Employee # 1 was taken to Kern Medical Center, where he was hospitalized and underwent surgery to reattach his severed finger.",Hospitalized injury
0950664,02/07/2008,,Cut/Laceration,Irwin Industries Inc,"At approximately 2:00 p.m. on February 7, 2008, Employee #1 and a coworker were working as welders. They were employed by Irwin Industries Incorporated. They were welding at the Exxon Mobil Hill Lease in McKittrick, CA. They were tack welding a 356-millimeter (14-inch) slip-on flange onto a diatomite york scrubber inlet pipe. Serial number 2388g had been installed approximately 457 millimeters (18 inches) inside the pipe from the end where the welding operation was to be conducted. The purpose of installing the inflatable plug was to isolate any residual flammable gas in the pipeline from the welding process. Employee #1 had just completed tack welding the bottom of the flange to the end of the pipe and was tack welding the top of the flange, when the inflatable plug blew out of the pipe, striking Employee #1 in the head. Employee #1 was airlifted to the Kern Medical Center in Bakersfield, CA, for treatment. Employee #1 was admitted to the hospital intensive care unit due to complications after suffering numerous broken teeth, extensive lacerations to his head, mouth and throat area. Irwin ndustries Inc. reported this accident to the Cal OSHA Van Nuys District office the same day at 5:30 p.m. The Van Nuys District Office transferred the employer's report to the Cal OSHA So. Cal PSM District Office on February 8, 2007.",Hospitalized injury
0627700,01/11/2008,,Asphyxia,Gator Petroleum Services,Employee #1 had fallen into an oil sludge pit during the night and could not find an escape route. Employee #1 was found dead in oil sludge pit the next morning by the employer. Employee resided on site and was not working when he fell into the pit.,Fatality
0419400,12/29/2007,,Bruise/Contus/Abras,Boan Contracting Company Inc.,"On December 28, 2007, Employee #1 was participating in the pressure testing of a 26-mile-long pipeline. The company was using a 2 in. diameter high pressure hose fitted with RYCO T400 series fittings. The hose separated from the fitting connecting it to the pipeline when the pressure reached approximately 1,725 psi. Employee #1 was struck in the head either by the flying hose or by the high-pressure jet of water. He fell, striking his head on a steel pipe as he landed. Employee #1 was killed. No safety devices were in place to restrain the hose in the event of failure.",Fatality
0830300,12/27/2007,,Asphyxia,Hi-Line Trucking,"On December 27, 2007, Employee #1 adjusted the packing on a water pump. He became caught in the rotating shaft of the power take-off (PTO). He was asphyxiated.",Fatality
0625700,11/29/2007,,Other,Associated Pipeline Contractors,"At 8:00 a.m. on November 29, 2007, Employee #1 was driving a pipelayer tractor en route to relocate a section of pipe. For some reason, he exited or fell from the tractor and was then struck by it. Employee #1 was killed. The tractor continued traveling another 1,350 ft before stopping when it ran into a ditch. There were no witnesses to the accident.",Fatality
0626600,11/24/2007,,Fracture,"Willbros Rpi, Inc.","On November 24, 2007, Employee #1 was working as a labor foreman for a company installing a new, steel, 36 in. diameter natural gas pipeline. He was participating in a hydrostatic test of section 1, a 14-mile stretch of the pipeline. He released some of the pressure from the pipe, holding more than 1,400 psi. He then took the wrench off the 2 in. ball valve and readjusted the wrench to release more pressure. When Employee #1 did this, the valve assembly blew off the threaded line and struck him on his right side, under his arm. Emergency Services was called. Employee #1 was conscious when EMTs arrived and transported him to Memorial Herman Baptist Hospital in Orange, TX. He died at approximately 12:30 a.m. on November 25, 2007, as a result of injurieshe sustained when struck by the flying valve assembly.",Fatality
0950664,11/21/2007,,Burn/Scald(Heat),Palmer Tank & Construction Inc,"At approximately 11:45 a.m. on November 21, 2007, Employees #1 and # 2, both employed by Palmer Tank and Construction, Inc., were repairing a 24 in. by 36 in. manway door flange and catch basin, located outside and at the bottom of an oil and water separator atmospheric tank, equipment Number 156894. The tank has been out of service for approximately 5 years and was drained with the manway door, removed prior to Employees #1 and # 2 started working. A portable right angle grinder was used during the repair operation. Employee # 1 was grinding on the catch basin, when a flash fire emitted from the tank and burned Employees #1 and # 2. Employee # 1 sustained second and third degree burns to his face and hands and was airlifted for treatment to Kern Medical Center in Bakersfield, California. On November 21, 2007, he was transferred to Fresno Community Regional Burn Center, in Fresno, California, where he died on November 22, 2007. Employee #2 sustained first and second degree burns to his hands and arms and was transported by ground to Mercy Southwest Hospital in Bakersfield, California. He was released the same day.",Non Hospitalized injury
0625700,10/19/2007,,Other,Diamond Services Corporation,"On October 19, 2007, Employee #1 was involved in material handling operations to unload river silt and mud from the deck of a flat-top barge. During these operations, he was performing the duties of an oiler when he was crushed between the crane's counterweight and a 6-inch diameter railing. There was no barrier in place to prevent employees from being caught between the body of the crane and any fixed structure.",Fatality
0950632,09/18/2007,,Fracture,Kiewit Pacific Company,"At approximately 10:30 a.m. on September 18, 2007, Employee #1 and a coworker, both carpenters, were working at a heavy construction site in Lakeside, CA, where the employer was building a pump station for a public water reservoir. Among their duties that day was building a form for a poured concrete wall. The coworker was standing on the form, about 2 ft above the ground, and had his positioning device hooked to a horizontal waler to hold himself in place while he used both hands to move a horizontal beam into position. Employee #1 was walking behind him when the positioning device slipped off the waler. The coworker fell backward off the wall. He landed on his feet but struck Employee #1 with enough momentum to push him over. Employee #1's right leg became jammed against a wooden drain cover as he fell, fracturing both the tibia and fibula. He was transported to Sharp Grossmont Hospital, where he underwent surgery to repair his leg. The coworker was not injured.",Hospitalized injury
0213100,09/15/2007,,Other,"Precision Pipeline, Llc","On September 15, 2007, Employee #1 was operating a side boom machine to lift a section of 30-inch natural gas pipe. The machine was sitting on steep grade, approximately 32 degrees, when it lost stability and flipped over. Employee #1 was not wearing his seat belt and fell out of the control seat. He was killed when the machine crushed him as it rolled downhill.",Fatality
0636900,08/06/2007,,Other,"Pumpco, Inc.","On August 6, 2007, Employee #1 and coworkers were on a rocky slope. A newly-hired coworker was operating a Challenger Tack Rig tractor down the hill when the tractor began to slide and skid. The coworkers started to run uphill to avoid the tractor. When the operator saw the coworkers running away, he thought the path was clear and he turned his vehicle to the right to avoid running into a side boom tractor. He struck Employee #1, killing him.",Fatality
0950663,04/17/2007,,Fracture,Cherne Contracting Corporation,"At approximately 7:45 a.m. on April 17, 2007, Employee #1 was on a construction site using an oxygen/acetylene cutting torch to cut webbing. The webbing was obstructing the location where he was to place a form bolt. Employee #1 was standing on a platform that was 11 ft, 7 in. over a concrete floor. The platform was about 18 inches wide in the South octagon concrete forms. While taking time to inspect his work, he unhooked his positioning belt hook and took a step back to get a better view. Employee #1 did not realize that the platform did not extend behind him. He fell backwards to the concrete floor below. During the fall, his left foot struck the concrete floor first, and he suffered a left fibula fracture. Employee #1 was taken to John Muir Medical Center in Concord, California and was hospitalized.",Hospitalized injury
0950663,03/13/2007,,Fracture,Cherne Contracting Corporation,"At approximately 2:30 p.m. on March 13, 2007, Employee #1 was working for the Cherne Contracting Corporation, a general or special trade contractor primarily engaged in the construction of heavy projects. Starting that morning, three Cherne employees had placed approximately thirty-two I-beams about 8 feet up in a bay of a new unit under construction. None of the I-beams were secured, and they would not be clamped in place until their elevation was set precisely. Employee #1, who was not involved in the I-beam placement, entered the bay at approximately 2:30 p.m. during break time to run an extension cord through the bay and over a wood forming wall. As he stepped up on the cross bracing supporting the I-beams to reach over the wall, he lost his balance. He grabbed an I-beam to stabilize himself, but since the I-beam was not secured, it fell over onto his right leg. He sustained multiple fractures to his right leg, and he was hospitalized.",Hospitalized injury
0454712,01/26/2007,,Concussion,Bill Ennis Dba Tennessee Technical Consultants,"On January 26, 2007, Employees #1 and #2 were working for a gas pipeline contractor. Employee #1 was a laborer, and Employee #2's occupation is not stated. Gas service to a building was being capped. The two employees were using a jackhammer to dig around the gas riser outside the building, when the building collapsed. Employee #1 sustained a head concussion, and he was pronounced dead at the site from crushing injuries. Employee #2 was taken to the hospital, where he was treated for fractures of unspecified bones. There is no mention of Employee #2 on the injury lines.",Fatality
0453730,01/23/2007,,Bruise/Contus/Abras,"A & B Trenching Co., Inc.",Employee #1 was laying residential gas main lines for a new housing development. Employee #1 was working near an operating backhoe. Employee #1 stepped inside the operating zone of the backhoe's bucket and was struck by the bucket as it slipped off the dirt while digging. Employee #1 sustained bruises and abrasions but was not hospitalized.,Non Hospitalized injury
0418300,12/10/2006,,Other,Bradford Brothers Inc.,"On December 10, 2009, Employee #1, a bulldozer operator, was riding over top of the spoils pile that he was removing to back fill an excavation. Employee #1 was found lying on the ground, unresponsive, with the bull dozer traveling unmanned in reverse direction through the woods. It is believed that Employee #1 may have suffered a medical event that resulted in him being ejected from the bulldozer. The employer has a safety and health program that includes seat belt usage and enforcement of the rule. Employee #1 was observed wearing his seatbelt on other occasions.",Fatality
0830500,11/27/2006,,Fracture,"Schneider Energy Services, Inc.","At approximately 12:30 p.m. on November 27, 2006, Employee #1, a roustabout, was part of a three man crew that was instructed to cut, thread, and cap a 4-in. steel pipeline that was considered to be abandoned since the well was no longer producing. The employees checked the pipeline for pressure by opening the blow down valves located on the 2-in. vertical riser section of pipe that was exposed above ground. One of the employees opened the valves and did not observe a pressure release from the valves, allowing the crew to proceed with excavating operations approximately four feet from the vertical riser to unearth the 4-in. pipe. Once the pipeline was excavated, Employee #1 began cold-cutting the pipe with a large manual rotary pipe cutting tool. Employee #1 eventually breached the 4-in. pipeline which was pressurized with natural gas and condensate, creating a high pressure release that struck Employee #1. Employee #1 received a blunt force trauma injury to the head causing a fatal injury.",Fatality
0336000,11/21/2006,,Fracture,Open Flow Gas Supply Corporation,"On November 21, 2006, Employee #1 was a gas well tender, working in a remote rural area. His coworkers had been assembling a new gas well head at well Number 35 before Employee #1 arrived. The new well head had been pieced together with hardware connections only hand tight. The main responsibility of the gas well tender was to ensure equal pressure (tubing pressure versus annulus pressure) existed on each gas well. Employee #1 checked the pressures and identified a pressure difference at well Number 35. He announced his intentions to blow down the well (open the well head and equalize the pressure). The coworkers explained the well head was only hand assembled and not tightened, and they warned Employee #1 to not open the well head. However, he did not heed their warning and opened the main ball valve. The pressure released from the well caused the well head to break apart. Employee #1 was injured when he was struck in the chest by a piece of the assembly, knocked off rig, and fell approximately 20 ft to the ground. Coworkers alerted medical services and transported Employee #1 down the mountain by pick-up truck. They rendezvoused with an ambulance that transported him to a small local airport for transfer to a helicopter. The helicopter was transporting Employee #1 to a hospital, however he died during the flight.",Fatality
0855610,11/11/2006,,Burn/Scald(Heat),Associated Pipeline Contractors Inc,"On November 11, 2006, Employee #1 was operating a bulldozer with a ripper attachment to build a new gas pipeline right of way. When the ripper attachment contacted an existing active gas pipeline, an explosion and fire occurred. Employee #1 was killed.",Fatality
0625700,10/12/2006,,Burn(Chemical),"Athena Construction, Llc","On October 12, 2006, Employee #1, a towboat captain, and Employees #2 through #5, all construction laborers, were on a tow vessel that was pushing two construction barges. One of the spud legs on the barge suddenly deployed and struck a natural gas pipeline, causing an explosion and fire. Employees #1 through #5 were killed.",Fatality
0452110,08/03/2006,,Amputation,S T Pipeline Inc.,"At approximately 10:30 a.m. on August 3, 2006, Employee #1 was operating a bulldozer, clearing brush on a hillside near Blackey, KY. The bulldozer flipped end over end, Ejecting Employee #1. He died due to trauma to the head.",Fatality
0453710,08/01/2006,,Other,Hare Pipeline Construction Inc,"On August 1, 2006, Employee #1, the supervisor, and #2 were performing a directional boring operation to install gas pipelines at the construction site. During the operation, the boring bit on the machine needed to be replaced. Employee #1 began rotating the boring rods, as Employee #2 stood on the other side, holding the boring bit with a pipe wrench. The torque exceeded the shear stresses on the bit, causing it to break and launching the pipe wrench. The pipe wrench struck Employee #1, lacerating and fracturing his leg; whereas, the boring bit ejected from the boring head, striking and knocking Employee #2 to the ground. Employee #2 sustained internal contusions and a left arm facture. Both employees were transported to a hospital. At the medical center, Employee #1 underwent two surgical procedures to repair lacerations and fractures to his leg, and Employee #2 received one surgical procedure to stabilize fractures to his arm. Following the surgeries, both employees were hospitalized for postoperative treatment. The cause of the accident was the direct result of not adhering to standard operating procedures.",Hospitalized injury
0729700,07/30/2006,,Other,Construction & Turnaround Services,"On July 30, 2006, Employee #1 was driving a car. While leaving the parking lot, his car struck a light pole. Employee #1 was killed.",Fatality
