Report_ID,Event_Date,Age,Nature,Establishment,Summary,Degree
0627510,11/01/2015,40,Burn/Scald(Heat),"Wtg Gas Processing, Lp East Vealmoor Plant","At 6:00 p.m. on November 1, 2015, a gas processing plant worker was killed in  a flash fire.  While at the control room of the processing plant, the worker  observed that the flare was not burning. He drove from the control room to the  flare area to ignite the flare when a flash fire occurred. He suffered burns  of over 60 percent of his body, resulting in his death.",Fatality
0625700,10/15/2015,32,Other,Texas Petroleum Investment Company,"At 12:40 p.m. on October 15, 2015, five employees (crew members) had been  servicing the oil and gas wells. The vessel crew members  included Employees  #1 and #2 who worked for a petroleum company and Employees #3 and #4 who were  temporary employees from a staffing company and there was one co-worker.  The  employees tied up the 32 foot work boat to the West  Battery Facility and went  into the crew quarters to eat lunch.  As the employees were talking, they  remembered a task they were supposed to have completed before coming back to  the production facility for lunch. Employees #2 and #3 went back to the 32  foot work boat and headed out into the lake. A few seconds passed when a large  explosion was heard. The three employees inside the crew quarters came rushing  out and ran over to where the boat had been tied up. When they arrived they  noticed the boat had exploded and separated into several pieces and was  burning. The three employees searched and yelled for Employees #2 and #3 who  had been on the vessel but could not find any survivors. A phone call was then  made to the company and the emergency notification plan was put into action.  Employees #2 and #3 were both killed in the explosion.",Fatality
0625700,10/08/2015,40,Concussion,"Transcontinental Gas Pipe Line Company, Llc.","At 11:00 a.m. on October 8, 2015, four employees were welding and cutting  flanges on the south header section of a slug catcher assembly.  An employee  began to weld a 3-inch flange connected to a slug catcher which had previously  contained flammable hydrocarbon sludge. An arc from the welder may have been  the ignition source that triggered an explosion of vapors from the flammable  hydrocarbon sludge material in the slug catcher.  Four employees were killed  in the explosion.",Fatality
0627700,09/24/2015,24,Other,Noram Drilling Company,"At 9:00 a.m. on September 24, 2015, an employee was working for a firm that  drilled oil and gas wells. He was performing rig-up activities. He was  standing up an A-leg and the crane lifted the A-leg. The employee installed a  pin intended to hold the A-leg in place. The crane operator unhooked from the  A-leg and moved the crane's boom away. The employee was hammering on  something, possibly the ladder on the A-leg. There was supposed to be a keeper  in the pin to keep it from coming out of position. The keeper was not in the  pin. It is unclear whether the employee removed the pin or if it was  accidentally knocked out. In either case, the A-leg fell, striking the  employee. He sustained blunt force trauma to his head and neck. The employee  was killed from his injuries.",Fatality
0626700,09/05/2015,57,Asphyxia,"Kinder Morgan, Inc.","On September 5, 2015, an employee operating a Caterpillar D6T dozer was moving  loose coke debris within range of an excavator. The excavator was used to move  the debris to the hopper. The debris  was then sent to the conveyor system to  be sent out. Heavy equipment was backed up into a drain/sump area where high  temperature water from the coke drums was poured onto it. The water then ran  off to a ""maze"" system"", then back to the process area. The water level was  reported above the cab of the dozer, and the water was about 200 degrees  Fahrenheit. The employee drowned in the scalding water.",Fatality
0636900,08/13/2015,48,Other,Albany Chemical,"At 5:00 p.m. on August 13, 2015, an employee was filling a drum with a  chemical located on a pumping unit on an oil well site. The employee was  struck by a counterweight of the pumping unit and pinned between it and the  frame of the unit.  The employee sustained crushing injuries to the torso and  was killed.",Fatality
0627510,08/11/2015,34,Other,"Viva Well Servicing Company, Lp","At 2:30 p.m. on August 11, 2015, an employee was killed in a flash fire while  working on controls to work over a rig. The employee and coworkers were  working a pump jack and trying to get it flowing again when the well began to  come in. The employees were trying to close BOP and close the valve when the  gas found a heat source, causing a sudden fire.",Fatality
0625400,08/03/2015,52,Heat Exhaustion,Htc Express Inc.,"At 7:30 p.m. on August 3, 2015 a sand truck driver employee as off loading  frac sand from a sand truck (pneumatic trailer) into a Sand King on the frac  site. The employee was outside in hot weather, watching the gauges on the  truck for at least an hour between 4:45 pm - 6:30 pm. The employee finished  blowing off the load of frac sand and pulled away from the well head to about  1/4 mile down the lease road. The employee pulled over, parked, and reported  to the Dispatcher that he was very hot and needed water. The employee reported  the same to his wife afterwards on the cell phone and said he was going to  drive to the truck stop in Gonzales to cool off. He was found dead in his  truck at 7:30 pm by a coworker.  The cause of death is not yet determined. The  employee may have become overheated while working outside, watching pneumatic  gauges on his truck during blow down (unloading of sand).",Fatality
0830300,07/27/2015,70,Fracture,Badlands Power Fuels,"At 9:30 a.m. on July 27, 2015, Employee #1 loaded his tanker with production  water and drove off the well site. He lost control of the tanker five miles  south of the well site at a curve in the road.The tanker rolled over and  Employee #1 was killed from multiple injuries.",Fatality
1032500,07/25/2015,23,Other,"National Ewp, Inc.","At 8:30 a.m. on July 25, 2015, Employee #1 was directing the Morooka driver to  a new downhill location using hand and verbal signals. The employee was  directing the driver to move forward and proceed to the right. Employee #1  walked in-between a parked pickup and the tail end of the Morooka as it was  moving away from him. Employee #1 was caught between its left rear end and the  parked pick up truck, crushing and killing him.",Fatality
0627510,07/24/2015,58,Other,"D & D Dawson Enterprises, Llc","At 9:00 a.m. on July 24, 2015, Employee #1 was on her way to pick up a load of  salt water for an energy drilling company. She was struck by a company  semi-truck that was attempting to back up. Employee #1 was killed and  sustained blunt force injuries to her leg and torso.",Fatality
0627700,07/23/2015,27,Cut/Laceration,Basic Energy Services,"At 11:15 a.m. on July 23, 2015, Employee #1 was racking drill pipe on a oil  and gas well platform. The service rig derrick fell over, crushing and killing  Employee #1.",Fatality
0950647,07/17/2015,29,Other,Oil Well Service Company,"At approximately 10:45 a.m. on July 17, 2015, Employee #1 was walking on a  beam. An air-driven oil pumping unit controlled the movement of beam through  the pumping unit that regulated airflow into the system. He walked on the beam  from a fixed ladder to the tie off point (loop line) on a rig located at the  opposite end of the beam. While walking on the beam, the air-driven oil  pumping unit engaged and the system's cylinder lifted, causing the beam to  move upward quickly. Employee #1 was bucked off the beam and fell  approximately 17 ft, striking his head and body against the ground and he was  killed. Employee #1 had on a safety harness, but his lanyard was not connected  to an anchor point.",Fatality
0626600,07/06/2015,35,Cut/Laceration,"C & J Well Services, Inc.","At approximately 2:50 p.m. on July 6, 2015, Employee #1 was rigging a  catwalk/pipe handler to be lifted off a flatbed trailer. The chains and hooks  were wrapped around the channel iron of the catwalk/pipe handler. As the  equipment was being lifted, the rigging failed causing the catwalk to fall and  turn on its side striking Employee #1 in his back and killing him.",Fatality
0636900,07/03/2015,60,Other,Atlas Resource Partners,"At approximately 8:00 a.m. on July 3, 2015, Employee #1 was cutting a pipe  with a Dewalt reciprocating saw. As he worked, he lost his balance and fell.  Employee #1 landed on his head and sustained a traumatic head injury that  killed him.",Fatality
0729700,06/30/2015,30,Heat Exhaustion,"Klima Well Service, Inc.","At 5:30 p.m. on June 30, 2015, an employee was working outside on a hot day in  the oil patch. The employee was removing oil well piping and rods from an oil  well.  The employee was working at chocking the tubing/piping and went around  to the front of the rig. Co-workers went on break and did not see the employee  so they went to find him and found him lying on the ground, breathing with a  pulse and eyes open but unresponsive.  The co-workers called 911 and loaded up  the employee into the truck and drove him to the emergency room, roughly 3  miles away.  The employee died and the death was attributed to the heat  outside which lead to a heat stroke.",Fatality
0830300,06/16/2015,32,Other,"Elite Inspections, Inc.","At 11:30 a.m. on June 16, 2015, an employee was found unresponsive in a  porta-potty where he may have been for longer than one hour.  After being  found, co-workers attempted CPR without success.  First responders indicated  that the employee was deceased upon their arrival.  Initial reports indicate  that drug overdose was a potential cause of death.",Fatality
0626600,06/10/2015,66,Electric Shock,"Brg Energy, Inc.","At 3:45 p.m. on June 10, 2015, an employee was loading oil & gas equipment on  a 6 by 12 trailer.  The employee was attempting to load a 4 foot by 9 foot  oil/gas separator using a 20 foot chain and a Skytrak forklift. The boom of  the forklift made contact with a 7.2kv overhead power line. The employee was  electrocuted and killed.",Fatality
0626000,06/02/2015,45,Heat Exhaustion,Primoris Energy Services Corporation,"At 5:30 p.m. on June 2, 2015, an employee was part of a four-man crew tasked  with replacing filters on a separator vessel for a customer. The employee felt  dizzy, disoriented and then sat in the truck trying to cool off.  The  co-worker drove the employee two and half hours home to Mathis, TX, where he  was dropped off.  The employee passed away at his home a short time after his  arrival. The employee sustained a heart attack, Thrombus (blood clot) caused  myocardial ischemia (loss of blood flow) which led to fatal ventricular  arrhythmia and death.",Fatality
0627510,05/17/2015,49,Cut/Laceration,"Steinberger Drilling Company, Ltd","At 6:45 p.m. on May 17, 2015, an employee was helping to control a casing that  was stacked on a drilling platform prior to installation into a well.  The  casing shifted and came loose from other pieces.  The employee was caught by  the casing and thrown off the drilling platform and subsequently dragged along  the ground, fracturing his skull and causing other bodily injuries.  The  employee died from his injuries.",Fatality
0627700,05/12/2015,28,Amputation,"Kenai Mid-Continent, Inc.","At 7:45 a.m. on May 12, 2015, an employee was running a bridal line up through  the derrick of a drilling rig.  The employee had to have one of his toes  amputated when his steel toe boot was crushed, while he was lifted by an air  hoist and his boot was caught by a structural member.",Non Hospitalized injury
0524530,05/07/2015,32,Fracture,"Geo. N Mitchell Drlg. Co., Inc.","At 1:00 p.m. on May 7, 2015, Employee #1 was working as part of a crew and  they were having trouble maintaining control of the drill collars during a  drilling operation.  The employee was working alone at board level of 55 feet  above the ground and Employee #2 was yelling to line up the drill collar.  Employee #1 could not align the drill collar because of the weight of it and  the angle the collar was leaning.  When attempting to align the collar, it  started to fall forward and Employee #1 could not hold onto it.  He attempted  to wrap his legs and arms around the drill collar and slid down 55 feet to the  ground where Employee #2 and a co-worker attempted to catch him.  Employee #1  knocked both to the ground, injuring Employee #2's shoulder.  Employee #1's  injuries consisted of two broken ankles, a broken heel, and abrasions on both  arms that came from him grabbing the steel pipe.",Hospitalized injury
0626000,05/01/2015,39,Cut/Laceration,"H & K Well Service, Llc","At 3:54 p.m. on May 1, 2015, an employee was assessing a problem with a sand  line on top of the draw works of a work-over rig where a spool drum cable line  was loose.  The employee directed the rig operator to raise the rig block and  started to climb down from the work-over rig and slipped.  The employee then  tried to break his fall using his left leg; however, it became tangled in the  drill line cable.  It wrapped around the employees upper thigh area and  pulled him into the rotating spool.  The employees head struck the spool as  well and had several injuries to the front and back area of it.  When examined  by the coroner, the cause of death was listed as electrocution from an unknown  source.",Fatality
0627700,04/23/2015,52,Bruise/Contus/Abras,Nalco Champion An Ecolab Company,"At 5:00 p.m. on April 4, 2015, an employee was attempting to inject a natural  gas well with chemicals to treat the well. High pressure was introduced into a  low pressure system resulting in an overload, the overloaded pipe struck the  employee. The employee was killed due to blunt force trauma from the metal  piping.",Fatality
0854910,04/02/2015,37,Other,"Sci Welding & Oilfield Services, Inc.","At approximately 3:00 p.m. on April 2, 2015, Employee #1 was opening the  blow-down valve to a 8-in. launching unit. As he worked, either the blow-down  discharge assembly struck him in the head or the force of the gas being  discharged caused him to fall backwards, striking his head on the ground.  Employee #1 suffered a head injury from the incident that resulted in brain  swelling. Employee #1 was transported to a medical center, where he died.",Fatality
0626600,04/01/2015,43,Fracture,"Ios/Pci, Llc","At approximately 2:20 p.m. on April 1, 2015, Employee #1 and a coworker were  removing a 50 ft steel pipe that was to be loaded on a truck and transported  to a pipe inspection area at the same facility. Employee #1 had been waiting  on the forklift operator to arrive at the pipe rigging area. After waiting,  Employee #1 started removed cribbing from the pipe rig. As he removed the  cribbing, two 50 ft steel pipes rolled and struck Employee #1, causing a  traumatic head injury that killed him.",Fatality
0636900,03/24/2015,24,Other,"Reliance Well Service, Inc.","At 4:15 p.m. on March 24, 2015, an employee was on the rig floor waiting to  replace the wiper plate.When the operator lifted the block and the elevator  wire rope/line parted/broke. When the line parted, the block and elevator  struck the employee on the rig floor. The employee sustained whole body  internal injuries.",Fatality
0653510,03/11/2015,36,Puncture,Warrior Energy Services,"At 9:30 a.m. on March 11, 2015, and employee was preparing perforation gum  with explosives.The perforation unexpectedly fired with the employee being in  close proximity. The employee was struck by shape charge hot gases and killed.",Fatality
0627510,03/10/2015,19,Burn(Chemical),Mason Well Service,"At 1:30 a.m. on March 10, 2015, three employees were securing the blow out  preventer (BOP) to the well head. While the employees were securing the BOP,  gas was released and came into contact with an ignition source causing a fire  to start. All three employees died from burns to the entire body and from  smoke inhalation.",Fatality
0627500,02/23/2015,31,Other,Rig Power Inc.,"At 4:00 p.m. on February 23, 2105, an employee was removing the drive shaft  from the rear axle of his company truck.  When the drive shaft was removed,  the truck's transmission slipped out of it's parking gear and rolled over the  employee, crushing him underneath it.  The local fire department responded to  the accident scene.",Fatality
0627700,02/20/2015,20,Burn/Scald(Heat),"Overflow Energy, Llc","At 3:00 p.m. on February 20, 2015, an employee was grinding on a ""U"" shaped  pipe at top of a saltwater receiving tank.  An explosion and fire occurred at  the tank which blew off the tank lid.  The employee fell 16 feet into the tank  which held saltwater from the oil and gas drilling operations and drowned.",Fatality
0627700,02/16/2015,41,Other,"Road Runner Trucking, Llc","At 12:00 p.m. on February 16, 2015, an employee was struck and run over by a  front end loader that had backed up after picking up some cribbing from the  ground.  The employee had his chest and head crushed when the front end loader  ran over him, killing him onsite.",Fatality
0653510,02/09/2015,25,Other,Mercer Well Service,"At 4:30 p.m. on February 9, 2015, an employee was working on a service rig  floor attaching elevators to the 2 7/8 inches diameter x 31 ? feet long PH6  P110 Tubing that was being removed from the well.  The elevator doors opened  and the tubing it carried spilled outwards, striking the employees head who  was working below. The employee was struck and killed from the tubing.",Fatality
0213600,02/07/2015,47,Other,Rochester Gas & Electric,"At 6:45 p.m. on February 7, 2015, an employee had just set up traffic cones  and was standing watching his co-worker repair a transformer from a basket of  a boom lift when he suffered an apparent heart attack. While standing and  watching a co-worker and providing any assistance as needed the employee  started to vomit and choke and finally fell to the ground suffering an  apparent heart attack and died.",Fatality
0626000,02/05/2015,32,Fracture,"Trio Equipment Rentals & Services, Llc","At 5:15 p.m. on February 5, 2015, an employee was watching water pressure  testing (water pressure was at 9500 psi) when the bolts broke on the flange  between two pipes it was holding together that were being tested. The employee  was then struck-by debris from a high pressure explosion resulting in  hospitalization for his injuries.",Hospitalized injury
0653510,01/30/2015,34,Cut/Laceration,Bch Trucking,"At 11:00 a.m. on January 30, 2012, and employee was performing mechanical work  with a crescent wrench.  The employee got his shirt/coat sleave caught on  turning PTO drive shaft. The employee was killed from contact with turning PTO  drive shaft.",Fatality
0653510,01/30/2015,34,Cut/Laceration,Turnco Enterprises,"At approximately 11:00 a.m. on January 30, 2015, an employee was performing  unspecified mechanical work with a crescent wrench. The employees' shirt and  coat sleeve got caught on turning PTO drive shaft and the employee was killed.",Fatality
0625700,01/27/2015,48,Other,"Mass Resources, Inc.","At approximately 3:30 p.m. on January 27, 2015, an employee and co-owner of  the company was performing maintenance on an oil pumping jack. He attached a  24-in. pipe wrench to the belt and crank in an attempt to hold the counter  weight up. The counter weight went down and the wrench was thrown from the  belt and crank. He was struck by the pipe wrench and was killed.",Fatality
0355123,01/27/2015,26,Asphyxia,Jwt Well Services,"At 11:30 a.m. on January 27, 2015, an employee was driving a water truck on a  private earthen (partially frozen) road.  The truck gradually went off the  road rolling over down a slope.  The top of truck cab struck a downed tree  while rolling over, crushing the cab and pinning the driver inside.  The cause  of death was compression apnea.  The driver's head, neck, and chest was  compressed as the cab was crushed as a result of the impact with downed tree.",Fatality
0626000,01/27/2015,37,Burn/Scald(Heat),"Texas Premier Resources, Llc","On January 27, 2015, Employees #1 and #2 were helping to remove bolts from a  flange utilizing a cutting torch when the flange separated from the tanker it  released flammable vapors igniting the employees and the tanker in the  mechanic shop. Both employees had removed two bolts by cutting them off with a  welding torch utilizing oxygen and acetylene gases when the flange seal opened  releasing vapors from the tank. The vapors which had not been vented escaped  causing a flash fire burning both employees over 99% of their bodies. Employee  #1 was killed.",Fatality
0830300,01/26/2015,52,Dislocation,Whiting Petroleum Corporation,"At approximately 8:15 a.m. on January 26, 2015, an employee was adjusting the  height of the legs on a drill cuttings hopper. A coworker was lifting the  hopper with a forklift. The load became off balance and crushed the employee.  The employee suffered from multiple pelvis fractures, ripped skin and muscle  and was killed.",Fatality
0627700,01/21/2015,25,Concussion,Unit Drilling Company,"At approximately 4:15 p.m. on January 21, 2015, Employee #1 was working on a  drilling operation. A rotary clutch was used on a drill pipe to apply counter  clockwise torque. The rotary clutch had break-out tongs, which would hold the  clutch in place. As the drill pipe was moving, the rotary clutch and tongs  failed. Employee #1 was struck by the broken tongs and sustained a fractured  leg and an amputated right hand. Employee #1 was transported to a medical  center, where he was hospitalized for his injuries.",Hospitalized injury
0830300,01/15/2015,58,Asphyxia,"C & D Oilfield Services, Inc.","At approximately 1:45 p.m. on January 15, 2015, an employee was discovered on  a tank battery catwalk with a respirator and  gas monitor. The well site was  known to be an active hydrogen sulfide environment. The employee was  apparently gauging a tank. It is suspected that the employee was killed by  over exposure to hydrogen sulfide or hydrocarbon vapors.",Fatality
0855610,01/08/2015,25,Cut/Laceration,Basic Energy Services Lp,"At 2:30 p.m. on January 8, 2015, an employee was working the tongues on the  rig floor next to a well opening.  The employee and other coworkers were  getting ready to release the anchor on the sucker rod, when the telescoping  portion of the derrick failed.  The employee was struck by the traveling block  and sucker rod, fracturing his skull and causing his brain to hemorrhage.  Other injuries consisted of his left leg being amputated, several rib  fractures, as well as facial fractures. The employee was killed.",Fatality
0627510,12/23/2014,34,Concussion,"Latshaw Drilling Company, Llc","At 8:15 p.m. on December 23, 2014, Employee #1 was tripping pipe, using an ST  80 iron roughneck. As he leaned leaned over to the hydraulic pull slips, his  head became caught between the roughneck and the tripping pipe, killing  Employee #1.",Fatality
0625500,12/22/2014,63,Other,"North Texas Tubular & Equipment, Llc","At 3:00 a.m. on December 22, 2014, Employee #1, a tank gauger, routinely, on  the hour every hour, checked each of the three water tanks and three oil tanks  on the tank battery site. The employee was required to climb the stairs to the  catwalk above the tanks and drop a gauge into the tanks to measure the amount  of liquid in each tank. As Employee #1 was coming down the catwalk stairs, he  collapsed at the base of the stairs. Employee #1 was found, unconscious/dead,  at approximately 4:14 a.m. by the driver of the water tanker.",Fatality
0626000,12/19/2014,38,Other,"Kingsley Constructors, Inc.","At 1:15 p.m. on December 19, 2014, Employee #1 was servicing a gas line. The  employee removed the cap off of the line before releasing the pressure, and  was struck in the chest by the pressurized pipeline enclosure door, killing  him.",Fatality
0627700,12/19/2014,28,Burn/Scald(Heat),Dan D Drilling Corporation,"At 11:45 p.m. on December 19, 2014, Employee #1 was operating the oil drilling  rig controls. A flash fire occurred on the drilling floor. The employee  sustained major burns to the rear of his body and was killed.",Fatality
0830300,12/15/2014,31,Other,"Oxy Usa, Inc.","At 5:30 p.m. on December 15, 2014, Employee #1 was standing in between a  semi-tractor trailer and a water tank. As the truck began to move, the  employee was pinned between the semi- truck trailer and water tank, crushing  and killing him.",Fatality
0830300,12/09/2014,46,Concussion,"Sun Well Service, Inc.","At 5:00 p.m. on December 9, 2014, Employee #1 was gauging a water tank. The  employee was standing on a fixed ladder with a cage, but fell off. Employee #1  sustained head trauma and spinal injuries and was killed.",Fatality
0627510,12/01/2014,47,Other,Arismendez Construction,"At 11:30 a.m. on December 1, 2014, Employee #1 was working on a heater  treater, adjusting a valve to increase the flow when hazardous hydrogen  sulfide gas escaped from the piping. He was overcome by the hydrogen sulfide  gas and fell from an unspecified height, killing him.",Fatality
0316400,11/28/2014,29,Other,"Precision Drilling, Lp","At 2:00 p.m. on November 28, 2014, an employee was kneeling while using a  vacuum hose to suck up the mud released when a pump failed.  The employee was  crushed and killed when run over by a end loader.",Fatality
0830300,11/18/2014,36,Concussion,"Nabors Drilling Usa, Lp","At 1:30 p.m. on November 18, 2014, an employee was walking across a work area  and slipped on an icy rig mat.  The employee suffered head trauma when he hit  his head on the mat.",Fatality
0627510,11/16/2014,29,Other,"Reserve Drilling, Inc.","At 10:15 a.m. on November 16, 2014, an employee scaled a derrick to unhook a  bridal line and fell approximately 70 feet to the rig floor, killing him.",Fatality
0626000,11/15/2014,45,Concussion,"Helmerich & Payne International Drilling Company, Inc.","At 3:30 p.m. on November 15, 2014, an employee was installing a drill pipe in  a rat hole on the rig floor.  The employee was struck by a piece of drilling  pipe that was being raised and knocked backwards. The employee struck his head  on the drilling rig tongs and was killed.",Fatality
0653510,11/14/2014,23,Other,Integrity Well Service Llc,"At 11:30 p.m. on November 14, 2014, an employee was working on a Workover Rig  when there was an uncontrolled release of pressure and the well's blow-out  preventer exploded.  The employee was thrown off the rig platform by the  explosion and was struck by various pieces of flying metal.  The employee was  killed due to multiple trauma to the body.",Fatality
0830500,11/13/2014,36,Concussion,"Halliburton Energy Services, Inc.","At 9:30 a.m. on November 13, 2014, an employee was hammering on the  chicksan/coupling iron connection to disassemble the iron connection and  remove a piece of ice logged in place.  The employee was struck in the head  when the coupling connection popped off with 3,000 to 4,000 psi water pressure  behind it.  The employee was killed.",Fatality
0729700,11/09/2014,33,Other,Discovery Drilling,"At 4:30 p.m. on November 9, 2014, an employee was guiding the path of the test  pipe as it began being pulled across the drilling deck using an anchored rope.  The employee was standing under the pipe as it was being carried on an  elevator and the pipe slipped off the elevator.  It fell approximately 16 feet  and impaled the employee in the back of their head, killing them from a  fractured skull.",Fatality
0625700,11/05/2014,26,Other,"Bryan Francis Energy Services, Llc","At 10:00 a.m. on November 5, 2014, an employee was working as part of a crew  and was preparing to detach a chain from a back hoe bucket and a frac tank to  move it.  One of his coworkers stood up to talk with a second coworker and  bumped into a lever that controlled the reticulating arm and the bucket of the  back hoe.  The back hoe's bucket and arm extended forward and crushed the  employee against the manifold portion of the frac tank.  One of the coworkers  pulled the bucket back and the employee collapsed.  The two coworkers began  CPR but could not resuscitate the employee.  The employee was killed.",Fatality
0627510,11/02/2014,21,Other,Helmerich And Payne International Drilling Company,"At 11:00 p.m. on November 2, 2014, an employee was handling tubular to the ""V""  door.  The employee was struck in the back by the tubular that dislodged from  the collar.  The employee was killed when they received a crushing injury on  their back.",Fatality
0830500,10/21/2014,34,Other,"Cyclone Drilling, Inc","At 7:00 p.m. on October 21, 2014, an employee was re-attaching a 2 inch high  pressure flexible fill line hose to the unpressurized side of a gate valve,  when the 2 inch gate valve separated from a 2 inch pipe nipple containing  2,800 pounds of drilling fluid . The pressurized gate valve struck the  employee in the head and he was killed from his injuries. The pressurized side  of the gate valve was 2,800 pounds. This gate valve weighed approximately 70  pounds. The gate valve was manufactured and tested in China to strict National  Oilwell Varco (NOV) standards.",Fatality
0627500,10/19/2014,47,Cut/Laceration,"Madron Services, Inc.","At 12:00 p.m. on October 19, 2014, an employee was driving a service truck and  struck the side of an 18 wheeler trailer. The employee was killed from  injuries to his left arm and left leg.",Fatality
0636900,10/13/2014,32,Other,Deen Drilling Company Inc.,"At 5:52 p.m. on October 13, 2014, an employee was standing on the derrick  board, approximately 60 feet above the ground, preparing to move pipe. Later,  the employee was found lying on the derrick board by employees that were  working below.  The employee died.",Fatality
0950647,10/13/2014,57,Other,Pace Diversified Corporation,"At 8:30 a.m. on October 13, 2015, Employee #1 was supervising a well crew  pulling tubing out of a well. A coworker approached Employee #1 who was taking  a break in an air conditioned vehicle, using a breathing machine, and had  labored breathing. Employee #1 become unresponsive. Employee #1 had a history  of medical issues and died.",Fatality
0625400,10/10/2014,61,Other,"Diamond K Services, Inc.","At 8:00 p.m. on October 10, 2014, an employee sustained a heart attack while  putting on thread protectors during a drilling rig move and was killed",Fatality
0830500,10/09/2014,35,Fracture,Petroleum Field Services,"At 9:45 a.m. on October 9, 2014, an employee was surveying taking reference  points at survey caps every 1/2 mile.  The employee was in the middle of a  paved rural road. The speed limit was 55 miles per hour.  The employee was  struck by a pick up truck and killed.",Fatality
0419400,10/06/2014,22,Concussion,"Loomis International, Inc.","At 10:15 p.m. on October 6, 2014, an employee was working on oil rig drill  floor and was struck on the head by a falling 41 foot long 4 inch casing. The  casing was being pulled into the derrick when it came loose and fell, striking  the employee's head. The employee killed.",Fatality
0830300,10/03/2014,29,Cut/Laceration,Nabors Completion & Production Services Company,"At 4:00 p.m. on October 3, 2014 an employee was welding the tank of a tanker  truck. The tank exploded causing multiple injuries, mostly to the abdomen of  the employee. The employee killed in the accident.",Fatality
0627510,09/22/2014,43,Other,Bop Ram Block And Iron Rental Inc.,"At 1:00 a.m. on September 22, 2014, an employee was serving as a spotter  during the operation of a winch truck that was carrying a load. During  operation, the chain used to support the load in an upright position broke.  The load fell over and struck the employee in his head, killing him.",Fatality
0627510,09/11/2014,55,Cut/Laceration,Apache Packer Llc,"At 2:00 p.m. on September 11, 2014, an employee was assisting in removing rods  from an oil well for repair. An over rig was being used to raise the rods that  were then transferred to a pump jack. As a rod was placed on the pump jack,  with weights in the up position, some blocks fell and hit the pump jack. The  brake to the pump jack failed, causing the pump jack to swinging down over the  hole that they were raising the rods from and struck the employee. The  employee suffered a head injury and was killed.",Fatality
0627700,09/10/2014,41,Concussion,Complete Energy Services,"At 3:00 p.m. on September 10, 2014, an employee was repairing a service rig.  As he was drilling out a plug, the tubing parted and struck the employee. The  employee was killed as a result of his injuries sustained.",Fatality
0627510,09/02/2014,39,Other,"West Texas Bull Dog Oilfield Services, Llc","At 4:15 p.m. on September 2, 2014, an employee was clearing trees in a tank  battery area. After clearing the area, he noticed an ax was stuck in a tree  limb nearby. He removed the ax from the tree limb and threw it,  unintentionally striking the guy wire on a flare stack. The flare stack came  loose and struck the employee in his head.  He suffered a fatal head injury  and was killed.",Fatality
0625500,08/18/2014,61,Other,Chalk Mountain Services Of Texas Llc,"On August 18, 2014, Employee #1 and two coworkers where in a warehouse loading  and unloading proppant bags.  Each proppant bag consists of four sides, weighs  approximately 1.75 metric tons, and measures approximately 38 inches high by  35 inches wide.  The proppant bags are lined up in horizontal rows, and  stacked up in vertical rows consisting of 3 bags directly on top of each  other. A fourth bag is between every two vertical rows to try and prevent the  bags from falling.  The fourth bag does not interlock with the next column of  bags; it simply sits between two vertical rows of bags.  The method used to  remove the stacked proppant bags consist of one worker standing on the  forklift tines while being lifted approximately 9 feet in the air then  climbing onto the proppant bags, without fall protection.  He stands on the  proppant bags and leans over to the next bag to lift the bag straps enabling  the forklift operator to insert the tines between the straps.  The forklift  operator removes the bag from the stack and places it next to the loading  dock.  This procedure is repeated until the final bag is on the ground.  Employee #1 who was picking up the bag straps, finished spotting for one of  the forklift operators and was standing on the ground approximately 6 feet  from a row of stacked bags.  He was waiting for the operators to return when a  column of proppant bags tipped over towards him striking and engulfing him.  Employee #1 was killed.",Fatality
0627700,08/11/2014,27,Other,Dan D Drilling Corporation,"At about 10:00 p.m. on August 10, 2014, Employee #1 finished work, showered,  ate dinner and went to bed at approximately 10:45 p.m.  The following morning  at approximately 5:10 a.m. the driller attempted to wake Employee #1, but he  was unresponsive and was pronounced dead at the site.",Fatality
0830300,08/05/2014,52,Bruise/Contus/Abras,"Dalton Logistics, Inc.","At approximately 9:00 a.m. on August 5, 2014, Employee #1 was checking a  hydraulic line on a loader when the boom collapsed on top of him. Employee #1  was killed.",Fatality
0626700,07/27/2014,19,Electric Shock,"Guichard Operating Company, Inc. ","At 9:00 a.m. on July 27, 2017, an employee had gone to the housing trailers to  collect refreshments for the other employees work on the rig.  When the  employee was coming back, it's likely he slipped and fell (due to rain and  mud), and in doing so he came into contact with a 480/3 phase generator used  to power most of the operations on the rig. Approximately 10 minutes later,  the employee was found by two other employees who were sent to find him after  other methods of communication were exhausted. They found the employee lying  on the ground face up, with a severe burn on his upper right arm. The employee  was electrocuted.",Fatality
0729700,07/24/2014,44,Cut/Laceration,"Landmark Drilling, Llc","At 7:27 a.m. on July 24, 2014, an employee was working for a firm engaged in  drilling oil and gas wells. He was handling drilling pipe hold tongs while  tripping out oil drilling pipe. The holding cable shackle on the tongs failed.  When the failure occurred, the tongs' handle struck the employee in the head.  The employee sustained severe fractures to his head and neck and he was  killed.",Fatality
0729700,07/24/2014,44,Cut/Laceration,"Landmark Drilling, Llc","At 7:27 a.m. on July 24, 2014, an employee was working for a firm engaged in  drilling oil and gas wells. He was handling drilling pipe hold tongs while  tripping out oil drilling pipe. The holding cable shackle on the tongs failed.  When the failure occurred, the tongs' handle struck the employee in the head.  The employee sustained severe fractures to his head and neck and he was  killed.",Fatality
