Event_Date,Report_ID,Summary
05/06/2017,0626000,"At 8:30 a.m. on May 6, 2017, an employee was working to attach a winch line  onto a hoist while the hoist was being operated. The hoist operator maneuvered  the equipment too quickly and the employee's right ring finger became caught  in a damaged identification tag. The finger was amputated, resulting in the  employee being hospitalized for treatment."
05/03/2017,0626000,"At 5:45 p.m. on May 3, 2017, Employee #1 pulled off a spout cap from a  pressurized salt water tank.The pressure caused the cap to strike the employee  in the chest, fracturing his ribs. Employee #1 was hospitalized for his  injuries."
05/01/2017,0830500,"At 12:45 p.m. on May 1, 2017, An employee was operating a vacuum truck hose.  The employee failed to close the block valve to block pressure and opened the  receiver hatch under pressure. The employee was in-line with the receiver. The  employee was struck by three pigs resulting in hospitalization with broken  legs."
04/30/2017,0626000,"At approximately 11:30 a.m. on April 30, 2017, an employee was working on a  rig floor unscrewing an oil field pipe with tong wrench.  The employee  unscrewed a section of pressurized pipe and it threw him off the working  floor. The employee landed on the ground. The tong wrench struck the oil field  pipe when the well pressure was released. The employee suffered from broken  leg and was hospitalized."
04/26/2017,0317500,"At approximately 10:30 a.m. on April 26, 2017, an employee was changing a slip  from 4-in. to 3-in. at the cellar. The operator had the brake applied to the  elevator in which a pipe and plate were hanging.  The operator left the  station and did not chain the brake in place.  The employee had his hand under  the bowl of the slip when the elevator gravitated down and struck top of the  slip pinching the employee's left ring finger between the bowl and the die.  The employee's left ring finger was crushed and amputated. The employee was  hospitalized and treated for his injuries."
04/18/2017,0625700,"On April 18, 2017, an employee was standing in front of the oil storage  tanker.  The employee was struck by the oil storage tanker cover/lid when the  tanker exploded and was killed. Two other employees were hospitalized for  unspecified injuries."
04/14/2017,0830500,"At 2:30 p.m. on April 14, 2017, an employee was using a commercial-rated power  washer to clean equipment that was used in oil/gas drilling.  The employee's  gloved right hand was in the way of the front discharge end over the nozzle  before depressing the release trigger on the washer end and the high pressure  water cut through his glove, leaving glove debris inside his finger.  The  employee was hospitalized for treatment."
04/10/2017,0627500,"At 8:00 p.m. on April 10, 2017, Employee #1 was driving a water hauling truck  and pulling a water tank trailer up a hill. The truck was unable to make it up  the hill, and the trailer jack-knifed. The employee went down the hill, and a  second truck was brought to the site to straighten the trailer and pull it  down the hill.  As the trailer was pulled, it rolled onto its side, and struck  Employee #1, breaking his upper right leg. The employee was hospitalized for  his injury."
04/08/2017,0830300,"At 1:00 p.m. on April 8, 2017, Employee #1 was conducting maintenance on a  propane truck. There was an explosion and fire and the employee was burned on  80 percent of his body. The employee was hospitalized for his injuries."
04/04/2017,0627510,"At approximately 1:00 p.m. on April 4, 2017, Employee #1 was rolling metal  pipe and performing a dry pipe inspection when he received a metal splinter in  his finger. He thought that he had removed the splinter, but the wound became  infected. Employee #1 went to a medical center, where he received treatment on  the metal punctured wound and was then hospitalized because of the severity of  the infected wound."
04/02/2017,0627700,"At 3:00 p.m. on April 2, 2017, an employee was climbing onto a drilling rig  skid. The employee grabbed a hydraulic cylinder to assist climbing onto the  drilling rig skid. The employee was struck by the hydraulic cylinder and  sustained amputation of the right leg."
04/02/2017,0627510,"At 7:15 a.m. on April 2, 2017, an employee was cleaning sand from a hopper.  The employee's fingers were caught-in the gate and the tips of the middle and  ring fingers were amputated."
03/27/2017,0627500,"At approximately 11:00 p.m. on March 27, 2017, Employee #1 was cleaning a  mixing tank.  The power was turned on and Employee #1 was struck by the  agitator and killed."
03/25/2017,0830500,"At 9:15 p.m. on March 25, 2017, an employee and a coworker were lifting a  Chicksan pipe weighing approximately 200 pounds from the transportation cradle  that it was delivered in.  The employee caught their finger between the cradle  and the pipe when the employee's coworker dropped the pipe. The employee  amputated their right middle fingertip to the mid-nail.  Hospitalization was  not required."
03/24/2017,0950647,"At 1:00 p.m. on March 24, 2017, an employee was working with three other  coworkers that were hydro-testing some tubing in a well.  The crew installed a  circulating head with a PGSR rubber to contain the gasses from the well but  first installed one that was too large.  They pulled it from the well and  replaced it with a smaller version; however, one of the coworkers opened the  slips while the employee was holding onto the API ring with their left hand.  The coworker lowered the elevator and the employee had their thumb pinched and  crushed between the API ring and the elevator.  The employee sustained a  partial amputation of their left thumb."
03/23/2017,0627510,"At approximately 9:45 a.m. on March 23, 2017, Employee #1 was bleeding off  pressure when he released too much pressure and the 2-inch pipe struck him.  Employee #1 suffered fractured ribs and two fractured vertebras and was  hospitalized."
03/14/2017,0626700,"At approximately 7:15 a.m. on March 14, 2017, Employee #1 was directing a  derrick work crew on how to un-set packer within an oil well.  The top half of  the derrick mast collapsed causing the traveling block to crash down striking  and killing Employee #1."
03/14/2017,0626700,"At approximately 7:15 a.m. on March 14, 2017, Employee #1 was directing a  derrick work crew on how to un-set packer within an oil well.  The top half of  the derrick mast collapsed causing the traveling block to crash down striking  and killing Employee #1."
03/11/2017,0317500,"At 10:30 a.m. on March 11, 2017, an employee was filling a pipe with fluid.  The employee was struck by a tool that fell from above and resulted in  amputating several fingers from the employee's left hand.  The employee was  hospitalized and treated for his injuries"
03/08/2017,0627700,"At 2:30 p.m. on March 8, 2017, Employee #1, employed by a company that  provided oil field services, was working on a pump jack, that is, a  reciprocating piston pump used to extract oil.  He was standing on top of a  ladder on the pump jack arm and reinstalling a horsehead at the end of the  arm.  Employee #1 was struck by the horsehead.  He fell to the ground below  the pump.  Emergency services were called, and Employee #1 was transported to  the hospital.  He was admitted and treated for fractures to his pelvis, cheek,  and jaw."
03/02/2017,0627510,"At 11:00 a.m. on March 2, 2017, Employee #1, the owner of the company, backed  the forklift onto a ramp that was connected to a trailer to inspect for leaks.  While he was inspecting it, the forklift rolled forward, pinning him  underneath the machine. Employee #1 sustained upper body injuries and was  killed."
02/27/2017,0950672,"On February 27, 2017, an employee was assisting in the servicing of a dryer.  As he was waiting for the soda ash to be loaded into the dryer and the  go-ahead by the dryer technician to connect a hose from the truck to the  dryer, steam was released. The employee sustained burns to his abdomen, back,  arms and face, which he was hospitalized and received treatment. He was  released 17 days later."
02/21/2017,0627500,"At 2:20 p.m. on February 21, 2017, an employee was driving a tanker truck to a  disposal yard. The employee lost control of the tanker truck going up a steep  hill on a private road which rolled over. The employee sustained numerous cuts  as the tanker truck rolled over the employee and was killed."
02/17/2017,0626000,"At approximately 11:00 a.m. on February 17, 2017, an employee was going to  remove a bleeder valve from the skid. When the employee removed the plug high  pressure exceeding 1,100 psi, shot out and caused the employee to be blown  back. The employee sustained injuries to his leg (puncture), a broken left  arm, and skull fracture to both sides of his face. The employee was  hospitalized and treated for his injuries."
02/16/2017,0627700,"At 9:00 a.m. on February 16, 2017, an employee was turning a master valve on a  gas wellhead when it exploded and threw the employee a distance away.  The  employees pants caught on fire during the wellhead explosion and suffered  third degree burns to both legs. The employee was hospitalized and treated for  his injuries."
02/09/2017,0625700,"At 6:30 p.m. on February 9, 2017, an employee was working at a natural gas  pipeline. As he opened one of the valves on the pipeline, a fire occurred. The  employee sustained multiple burns, which he was hospitalized and received  treatment."
02/05/2017,0728900,"On February 5, 2017, Employee #1 was at an oil collection site which consisted  of an earthen dike around six tanks positioned from North to South.  Employee  #1's Dodge pickup was located at the bottom of the steps on the South side of  the tanks.  He was discovered unresponsive, slumped backwards on his knees on  the North end of a catwalk dead of unknown causes."
02/02/2017,0627510,"At approximately 6:00 p.m. on February 2, 2017, an employee was walking across  the substructure, fell to the ground, and was killed."
02/01/2017,0830500,"At 11:30 a.m. on February 1, 2017, an employee was using high pressure water  hose to excavate dirt. The left foot of the operator of the high pressure  water vac truck slipped into the water stream and this caused an amputation of  the employee's left foot middle toe."
01/31/2017,0626600,"At approximately 10:30 a.m. on January 31, 2017, an employee was cutting the  main drill cable at the crown of an oil derrick. The employee was struck by a  cable and fell from a height. He suffered head trauma and multiple fractures  and was killed."
01/31/2017,0627510,"At 1:30 p.m. on January 31, 2017, an employee's hand was caught between the  blow-out preventer and elevator. The employee sustained lacerations and  fractured his hand. The employee was hospitalized."
01/30/2017,0729700,"At 12:30 p.m. on January 30, 2017, an employee was repairing the head switch  of the primary motor control center at an oil pumping site. The oil pump motor  control center and the saltwater motor control center were not labeled as to  what circuits were either controlled by them and/or passed through them. The  motor control center was secured in anticipation of replacing the head switch.  The employee opened a nearby junction box to perform the initial disconnection  of wiring to the switch. The employee came into contact with a 480 volt unused  circuit that passed through the motor control center. This 480 volt circuit  was not de-energized by the cutout used to secure the motor control center and  the employee did not test the circuits within the junction box to ensure they  were all de-energized and sustained extensive electrical burns to the right  hand and less serious burns to the left."
01/30/2017,0627700,"At 4:30 p.m. on January 30, 2017, an employee was investigating wire rope that  was loose and was going to get tangled into the elevator. The employee pulled  the sheave and the employee's hand was pulled into sheave. The employee  sustained amputation to four fingers on the right hand."
01/30/2017,0626000,"At approximately 11:00 a.m. on January 30, 2017, Employee #1 was trying to get  a well head back on line by operating a valve to see if there would flow.  The  threads on the 2-inch flow line valve appeared to have been cross threaded  causing the fitting to break apart and it struck Employee #1 in the hip.  Employee #1 was hospitalized with a fractured hip and a laceration above his  ear."
01/27/2017,0625500,"At 10:00 a.m. on January 27, 2017, two employees were operating a pump truck,  when a vessel exploded.  Both employees were hospitalized and one was treated  for a burst eardrum."
01/20/2017,0830300,"At 4:00 p.m. on January 20, 2017, an employee was driving a Genie Lift up a  truck ramp when it slipped off the ramp and tipped over.  The employee did not  have on a safety harness and was thrown from the Genie Lift and sustained a  broken leg.  The employee was hospitalized and treated for his injuries."
01/12/2017,0627510,Employee was using a pressure washer to clean the inside of a 500 barrel frack  tank. While cleaning the inside of the tank the employee fell unconscious and  wound up submerged in the frac fluid leading to an aspiration of petroleum  products. When management went to check on the employee he was found  unconscious and partial submerged in the tank water.
01/12/2017,0830300,"At 7:00 a.m. on January 12, 2017, an employee was overcome by carbon monoxide  and was hospitalized.  No further details were provided in the initial report."
01/12/2017,0316400,"At approximately 7:16 a.m. on January 12, 2017, an employee was spotting a  truck that was backing up to a sand silo at a gas well hydraulic fracturing  site. The employee crossed into the path of the backing truck and was pinned  between the truck's bumper and a support beam on the sand silo. The employee  received crushing injuries to his left side at the hip and was killed."
01/11/2017,0729700,"At 2:40 p.m. on January 11, 2017, an employee was tapping on a valve to get it  to turn so he could replace it.  As the employee turned the valve, it dropped  off and struck the employees right leg directly below his knee, which had  been previously replaced.  The employees leg broke a couple of inches below  where the knee had been replaced when struck by the valve.  The employee was  hospitalized."
01/10/2017,0627510,"At 4:00 p.m. on January 10, 2017, an employee was changing a polish rod and  removed some debris from underneath an elevator before the operator the moved  the elevator cage.  The employee caught his hand between the elevator and a  well head, crushing his small and ring fingers on the employee's right hand.  The employee as hospitalized and treated for his injuries."
01/06/2017,0627510,"At 11:00 a.m. on January 6, 2017, an employee was removing a BOP.  The  employee was struck by air pressure when the VR valve was loosened, resulting  in a head injury and fractured leg."
01/06/2017,0627510,"At 11:00 a.m. on January 6, 2017, during cold weather temperatures, an  employee and a coworker were removing frozen bolts on a pressurized BOP.  During work, the employee was struck by a pressurized valve that became  airborne during its removal. The employee sustained a head injury and  fractured leg."
01/04/2017,0830300,"At approximately 1:30 p.m. on January 4, 2017, an employee was preparing to  check valves in the treater shack. The treater shack caught fire and the  employee was burned to death."
01/04/2017,0830500,"At approximately 6:45 a.m. on January 4, 2017, Employee #1 was getting out of  a company vehicle and slipped on ice and fell and fractured his leg.  Employee  #1 was hospitalized."
01/04/2017,0830500,"At approximately 2:30 a.m. on January 4, 2017, Employee #1 wanted to lower a  hydraulic Iron worker that was obstructing his view in preparation to use a  hydraulic tugger/winch.   While lowering the Iron worker, the unit struck the  top of the hydraulic tugger/winch while Employee #1 had his right hand resting  on the top of the winch.  Employee #1's hand was caught between the winch and  the Iron worker fracturing his right pinky finger and knuckle.  Employee #1  was hospitalized."
01/03/2017,0420600,"At approximately 5:00 a.m. on January 3, 2017, Employee #1 was removing cones  and signs from a highway construction site wearing a reflective vest.  An out  of control vehicle struck Employee #1 causing multiple abrasions and he was  hospitalized."
01/03/2017,0627510,"At approximately 4:15 p.m. on January 3, 2017, Employee #1 and a coworker were  using a two ton truck to pull on a polyline pipe to straighten it out so that  it could be moved to a different pump jack.  While the line was being pulled,  Employee #1, standing off to the side, was struck in his left lower leg by the  pipe. Employee #1 was hospitalized with a fractured leg."
12/28/2016,0830500,"At approximately 1:15 p.m. on December 28, 2016, Employee #1 was moving a  shale bin with a forklift using a stringer attachment and chain.  As he was  rigging the shale bin his right middle finger was in an eye of the chain.  The  stringer attachment moved causing the chain to tighten which amputated his  finger at the second joint.  Employee #1 was hospitalized."
12/10/2016,0627510,"At approximately 7:45 a.m. on December 10, 2016, an employee was spotting the  truck backing up. The employee was ran over by truck and killed."
11/20/2016,0653510,"At 1:15 a.m. on November 20, 2016, Employee #1 was checking a hose that was  not discharging fluid. The hose connection broke, spraying sodium hydroxide  onto the employee's chest and face. Employee #1 sustained burns to his chest  and face, and was hospitalized for his injuries."
11/11/2016,0830300,"At 8:30 a.m. on November 11, 2016, an employee was pumping salt water brine,  when he had a heart attack and died."
11/01/2016,0653510,"At 3:45 p.m., an employee was hooking up a low-boy trailer to a flat-bed tow  truck. The employee was caught and crushed between the front medal edge of  trailer and flat-bed roller. The employee sustained blunt force trauma  injuries and died."
10/22/2016,0627500,"At 11:30 a.m. on October 22, 2016, an employee was wiping the pipe, (a  practice conducted in the oil and gas industry). While the employee was wiping  the pipe the pipe string broke down below the hole and sent the piping in an  upward thrust in uncontrolled motion. As the piping whipped it struck the  employee on the right side of his head. The employee was killed from their  injury."
10/08/2016,0653510,"At approximately 3:30 a.m. on October 8, 2016, an employee was operating the  hydraulic tongs from the rig floor.  Two coworkers opposite him on the rig  floor had latched the elevators around a joint of flush casing with nubbing on  top. The rig operator began lifting the casing when it detached from the  nubbing and came out of the elevators and struck the employee operating the  tongs. The employee was hit on the head and shoulders by the 5.5 inch well  casing.  The employee suffered from broken bones and internal bleeding in the  head and neck area was killed."
10/05/2016,0625400,"At 9:30 a.m. on October 5, 2016, an employee was assisting in assembling a  BOP.  Gas fumes ignited resulting in burns to the employee."
09/12/2016,0627510,"On September 12, 2016, at 12:00 a.m., an employee was pumping produced water  from a tank battery into the tank on his truck. The employee was found dead  near his vehicle. He died of a heart attack."
09/01/2016,0626000,"At approximately 5:00 p.m. September 1, 2016, an employee on the tubing of a  vertical natural gas well with a depth of about 17,000 feet, was backing off  the tubing (via tongs) below where a fishing tool was stuck. The employee  started to back off the tubing approximately 9 turns. Suddenly, the tubing and  the sucker rod started to spin rapidly in a counter clockwise direction and  struck the employee on the head. The sucker rod hit the employee and sheared  off the top part of his head. The sucker rod was 0.625 inch thick and  approximately 25 to 30 feet long, rated at 20,000 PSI."
08/31/2016,0627510,"At 1:30 p.m. on August 31, 2016, Employees #1 and #2 were rigging down to move  the rig to another location. The employees were standing on the trolley in the  derrick while attempting to disconnect the equalizer from the block. The task  required removing a pin from the becket to ensure stability during transport.  The employees attempted to put the pin back into the becket, when the drill  line move, causing the trolley to come off the rail and fell to the ground  taking both employees with it. Employees #1 and #2 fell 13 feet and were  killed."
08/25/2016,0830300,"At approximately 2:00 p.m. on August 25, 2016, Employee #1 was struck in his  head by a rigging spring from a Landoll 1550 series in row ripper.  Employee  #1 was killed by the impact."
08/24/2016,0627510,"At approximately 9:00 a.m. on August 24, 2016, Employee #1 was running rods  from a rod basket. The block slammed into the crown and broke the block from  the cable. Employee #1 was struck and killed by the block."
07/20/2016,0626600,"At 11:30 p.m. on July 20, 2016, an employee was riding back to the shop in a  work truck. When the truck arrived to the shop the employee jumped out and  starting running to the back side of the property. When he was found ten to  fifteen minutes later he was breathing and had a pulse but was unresponsive.  The employee died of a possible heat stroke."
07/17/2016,0316400,"At approximately 4:00 p.m. on July 17. 2016, Employee #1, a foreman, was  working by himself fixing a leaking pipeline. He located the leak and dug a 46  inch hole with a shovel. He installed a clamp on the pipe to stop the leak  without shutting off the gas supply.  The next day Employee #1 was found with  his head in the hole, unconscious. Employee #1 died of asphyxiation."
07/14/2016,0855610,"At approximately 11:00 a.m. on July 14, 2016, Employee #1, a floor hand, was  servicing a rig manufactured by Watson Hopper Inc., type GXHTA Serial number  2037, powered by a Cummins Detroit S-60 with a 475-550 horsepower engine.  He  was using a self-retracting lifeline manufactured by DBI SALA, serial number  093893, model number 3403600, date of manufacture 12-07, lot number 13407420,  and a fall protection harness.  Employee #1 climbed the west derrick ladder to  access the tubing board in order to install the shive needed for a wire line  that would be dropped down a hole with a detonation device to dislodge a stuck  packer.  Upon entering the tubing board, Employee #1 remained connected to the  west self-retracting lifeline instead of connecting to the rod basket fall  protection system that was mounted directly above him.  Employee #1 still  connected to the west self-retracting lifeline crossed over the tubing board  to the east side in order to access the location were the shive was to be  installed.  A coworker was operating the servicing rig, model number 74-AWT  made by McKissick.  After Employee #1 and the coworker made eye contact a nod  was given to raise the traveling block vertically.  When the traveling block  was raised it contacted the self-retracting lifeline that Employee #1 was  connected to, raising him into the air until contact was made with the rod  basket. The self-retracting lifeline failed and Employee #1 fell approximately  70 feet and was killed."
07/09/2016,0830300,"At 6:00 p.m. on July 9, 2016, an employee was working for a trucking firm that  provided support activities for energy firms in the shale formation. He was  working as a truck driver. He was driving toward the intersection of North  Dakota Highway 23 and US Route 85. He had previously filled a tanker of oil at  a well site. His tanker truck rolled over at the ramp unto US Route 85. He  struck the interior of the cab's truck. He sustained blunt force trauma to his  head and face and he was killed."
07/07/2016,0627700,"At 9:00 a.m. on July 7, 2016, an employee, who was previously on medical  leave, returned to work to inquire about when he could return to work. While  onsite, the employee suffered a heart attack and died."
06/20/2016,0830300,"At approximately 10:00 p.m. on June 20, 2016, an employee was observing pipe  removed from a well hole.  The employee entered the restricted area to make  equipment adjustments and was struck by the foot pad on the pipe handling  cantilever boom as it was traveling down. The employee was killed."
06/18/2016,0830300,"At approximately 8:30 a.m. on June 18, 2016, an employee was having a  discussion from a Genie lift and there was an explosion. The employee suffered  burns and was killed."
05/26/2016,0626000,"At 5:07 a.m. on May 26, 2016, an employee was connecting a trailer to a 5th  wheel plate by guiding the driver of the truck using a flashlight and hand  signals. He was kneeling under the table of casing in order to see the pin of  the fifth wheel and the tractor trailer. He was directed by the driver to  kneel under the table of casing because it was the safest area. At some point  the employee moved from his kneeling position and the driver noticed he was  standing and nearer the tractor trailer. The trailer bed slid off the fifth  wheel and pinned the employee between the trailer bed and the table of casing.  The worker was pinned between the trailer and table and was killed by  asphyxiation."
05/19/2016,0627510,"At 10:00 a.m. on May 19, 2016, an employee was unloading salt wastewater from  the oil fields.  After unloading the truck, the employee went to use the  bathroom located next to the hooking valves for unloading.  The bathroom  caught fire and the employee was killed from after-burns to 90 percent of his  body."
05/19/2016,0627510,"At 10:00 a.m. on May 19, 2016, an employees was using the porta potty.  The  porta potty exploded and caught fire while employee was inside. The employee  was killed from burns to the body."
04/03/2016,0627510,"At 9:30 p.m. on April 3, 2016, an employee was working for a firm that  supported well drilling operations. He was preparing to transfer sand from a  rail car to a waiting truck using a conveyor system. As the employee stepped  across the moving conveyor belt, he became caught in the conveyor belt system  and he was fatally injured."
02/23/2016,0316400,"At approximately 4:00 p.m. on February 23, 2016, Employee #1 was preparing to  close a vent line valve attached to a 16 inch natural gas line pig receiving  station.  The vent line is used to release gas in the 16 inch line during the  pigging or line cleaning operation. The 6 inch nipple pipe connecting the vent  line valve to the main pipeline launched explosively out of its threaded  coupling and the valve assembly struck Employee #1 in the forehead killing  him."
01/12/2016,0524500,"At 6:57 a.m. on January 12, 2016, an employee was caught in a rotating/turning  clutch assembly. He was found by a co-worker at approximately 2:22 PM.  The  employee had been at the pump jack to start the oil rig. He was engaging the  clutch assembly when he caught his shirt in the rotating clutch assembly. The  employee was beaten up, while engaged in the clutch assembly.  His shirt was  torn off of him and he was found lying under that portion of the machine dead."
01/04/2016,0627510,"At 10:30 a.m. on January 4, 2016, a worker was checking email in an office  building when chemicals caught fire and the building exploded. The worker was  engulfed by flames and smoke. The worker was killed in the explosion."
12/17/2015,0316400,"At 7:45 p.m. on December 17, 2015, an employee was working as a well tender  and gauging the depth level of an oil and gas catch tank.  The employee was  found unresponsive with his head inside the top shell manhole of a 210 bbl  separator tank on a gas well site.  Emergency Services responded and they  transported the employee to a local funeral home where he was pronounced dead  by the coroner."
12/14/2015,0627510,"On December 14, 2015, an employee was assisting with the transfer of crane  counterweights when the crane fell on the employee, catching him between the  crane and an adjacent trailer.  The employee was killed when his midsection  sustained multiple injuries when crushed between the two vehicles."
12/01/2015,0625500,"At 7:45 a.m. on December 1, 2015, an employee entered a storage tank that held  Naptha and was overcome due to the low oxygen atmosphere that was recorded at  approximately 3 percent oxygen."
11/07/2015,0627510,"At 7:00 a.m. on November 7, 2015, a worker was using oxygen and an acetylene  torch to remove clips used to hold the rear hatch of a tanker trailer.The  tanker trailer was used to haul water from oil and gas batteries. As the  worker used the torch to remove the clips, an explosion occurred, causing the  worker to be thrown 50 feet from where he was standing. Both his legs were  amputated, resulting in his death."
11/01/2015,0627510,"At 6:00 p.m. on November 1, 2015, a gas processing plant worker was killed in  a flash fire.  While at the control room of the processing plant, the worker  observed that the flare was not burning. He drove from the control room to the  flare area to ignite the flare when a flash fire occurred. He suffered burns  of over 60 percent of his body, resulting in his death."
10/15/2015,0625700,"At 12:40 p.m. on October 15, 2015, five employees (crew members) had been  servicing the oil and gas wells. The vessel crew members  included Employees  #1 and #2 who worked for a petroleum company and Employees #3 and #4 who were  temporary employees from a staffing company and there was one co-worker.  The  employees tied up the 32 foot work boat to the West  Battery Facility and went  into the crew quarters to eat lunch.  As the employees were talking, they  remembered a task they were supposed to have completed before coming back to  the production facility for lunch. Employees #2 and #3 went back to the 32  foot work boat and headed out into the lake. A few seconds passed when a large  explosion was heard. The three employees inside the crew quarters came rushing  out and ran over to where the boat had been tied up. When they arrived they  noticed the boat had exploded and separated into several pieces and was  burning. The three employees searched and yelled for Employees #2 and #3 who  had been on the vessel but could not find any survivors. A phone call was then  made to the company and the emergency notification plan was put into action.  Employees #2 and #3 were both killed in the explosion."
10/08/2015,0625700,"At 11:00 a.m. on October 8, 2015, four employees were welding and cutting  flanges on the south header section of a slug catcher assembly.  An employee  began to weld a 3-inch flange connected to a slug catcher which had previously  contained flammable hydrocarbon sludge. An arc from the welder may have been  the ignition source that triggered an explosion of vapors from the flammable  hydrocarbon sludge material in the slug catcher.  Four employees were killed  in the explosion."
09/24/2015,0627700,"At 9:00 a.m. on September 24, 2015, an employee was working for a firm that  drilled oil and gas wells. He was performing rig-up activities. He was  standing up an A-leg and the crane lifted the A-leg. The employee installed a  pin intended to hold the A-leg in place. The crane operator unhooked from the  A-leg and moved the crane's boom away. The employee was hammering on  something, possibly the ladder on the A-leg. There was supposed to be a keeper  in the pin to keep it from coming out of position. The keeper was not in the  pin. It is unclear whether the employee removed the pin or if it was  accidentally knocked out. In either case, the A-leg fell, striking the  employee. He sustained blunt force trauma to his head and neck. The employee  was killed from his injuries."
09/05/2015,0626700,"On September 5, 2015, an employee operating a Caterpillar D6T dozer was moving  loose coke debris within range of an excavator. The excavator was used to move  the debris to the hopper. The debris  was then sent to the conveyor system to  be sent out. Heavy equipment was backed up into a drain/sump area where high  temperature water from the coke drums was poured onto it. The water then ran  off to a ""maze"" system"", then back to the process area. The water level was  reported above the cab of the dozer, and the water was about 200 degrees  Fahrenheit. The employee drowned in the scalding water."
08/13/2015,0636900,"At 5:00 p.m. on August 13, 2015, an employee was filling a drum with a  chemical located on a pumping unit on an oil well site. The employee was  struck by a counterweight of the pumping unit and pinned between it and the  frame of the unit.  The employee sustained crushing injuries to the torso and  was killed."
08/11/2015,0627510,"At 2:30 p.m. on August 11, 2015, an employee was killed in a flash fire while  working on controls to work over a rig. The employee and coworkers were  working a pump jack and trying to get it flowing again when the well began to  come in. The employees were trying to close BOP and close the valve when the  gas found a heat source, causing a sudden fire."
08/03/2015,0625400,"At 7:30 p.m. on August 3, 2015 a sand truck driver employee as off loading  frac sand from a sand truck (pneumatic trailer) into a Sand King on the frac  site. The employee was outside in hot weather, watching the gauges on the  truck for at least an hour between 4:45 pm - 6:30 pm. The employee finished  blowing off the load of frac sand and pulled away from the well head to about  1/4 mile down the lease road. The employee pulled over, parked, and reported  to the Dispatcher that he was very hot and needed water. The employee reported  the same to his wife afterwards on the cell phone and said he was going to  drive to the truck stop in Gonzales to cool off. He was found dead in his  truck at 7:30 pm by a coworker.  The cause of death is not yet determined. The  employee may have become overheated while working outside, watching pneumatic  gauges on his truck during blow down (unloading of sand)."
07/27/2015,0830300,"At 9:30 a.m. on July 27, 2015, Employee #1 loaded his tanker with production  water and drove off the well site. He lost control of the tanker five miles  south of the well site at a curve in the road.The tanker rolled over and  Employee #1 was killed from multiple injuries."
07/25/2015,1032500,"At 8:30 a.m. on July 25, 2015, Employee #1 was directing the Morooka driver to  a new downhill location using hand and verbal signals. The employee was  directing the driver to move forward and proceed to the right. Employee #1  walked in-between a parked pickup and the tail end of the Morooka as it was  moving away from him. Employee #1 was caught between its left rear end and the  parked pick up truck, crushing and killing him."
07/24/2015,0627510,"At 9:00 a.m. on July 24, 2015, Employee #1 was on her way to pick up a load of  salt water for an energy drilling company. She was struck by a company  semi-truck that was attempting to back up. Employee #1 was killed and  sustained blunt force injuries to her leg and torso."
07/23/2015,0627700,"At 11:15 a.m. on July 23, 2015, Employee #1 was racking drill pipe on a oil  and gas well platform. The service rig derrick fell over, crushing and killing  Employee #1."
07/17/2015,0950647,"At approximately 10:45 a.m. on July 17, 2015, Employee #1 was walking on a  beam. An air-driven oil pumping unit controlled the movement of beam through  the pumping unit that regulated airflow into the system. He walked on the beam  from a fixed ladder to the tie off point (loop line) on a rig located at the  opposite end of the beam. While walking on the beam, the air-driven oil  pumping unit engaged and the system's cylinder lifted, causing the beam to  move upward quickly. Employee #1 was bucked off the beam and fell  approximately 17 ft, striking his head and body against the ground and he was  killed. Employee #1 had on a safety harness, but his lanyard was not connected  to an anchor point."
07/06/2015,0626600,"At approximately 2:50 p.m. on July 6, 2015, Employee #1 was rigging a  catwalk/pipe handler to be lifted off a flatbed trailer. The chains and hooks  were wrapped around the channel iron of the catwalk/pipe handler. As the  equipment was being lifted, the rigging failed causing the catwalk to fall and  turn on its side striking Employee #1 in his back and killing him."
07/03/2015,0636900,"At approximately 8:00 a.m. on July 3, 2015, Employee #1 was cutting a pipe  with a Dewalt reciprocating saw. As he worked, he lost his balance and fell.  Employee #1 landed on his head and sustained a traumatic head injury that  killed him."
06/30/2015,0729700,"At 5:30 p.m. on June 30, 2015, an employee was working outside on a hot day in  the oil patch. The employee was removing oil well piping and rods from an oil  well.  The employee was working at chocking the tubing/piping and went around  to the front of the rig. Co-workers went on break and did not see the employee  so they went to find him and found him lying on the ground, breathing with a  pulse and eyes open but unresponsive.  The co-workers called 911 and loaded up  the employee into the truck and drove him to the emergency room, roughly 3  miles away.  The employee died and the death was attributed to the heat  outside which lead to a heat stroke."
06/16/2015,0830300,"At 11:30 a.m. on June 16, 2015, an employee was found unresponsive in a  porta-potty where he may have been for longer than one hour.  After being  found, co-workers attempted CPR without success.  First responders indicated  that the employee was deceased upon their arrival.  Initial reports indicate  that drug overdose was a potential cause of death."
06/10/2015,0626600,"At 3:45 p.m. on June 10, 2015, an employee was loading oil & gas equipment on  a 6 by 12 trailer.  The employee was attempting to load a 4 foot by 9 foot  oil/gas separator using a 20 foot chain and a Skytrak forklift. The boom of  the forklift made contact with a 7.2kv overhead power line. The employee was  electrocuted and killed."
